TGF_ID,UTC_Date,UTC_Time,fermi_lat,fermi_lon
TGF120822711, 2012-08-22, 17:03:15.92540,-0.7633,16.9724
TGF120823943, 2012-08-23, 22:37:16.83646,14.9327,135.9116
TGF120825465, 2012-08-25, 11:09:23.00324,12.2113,289.2277
TGF120827282, 2012-08-27, 06:45:53.03465,-1.5553,137.6329
TGF120828111, 2012-08-28, 02:40:08.26265,4.5677,18.9611
TGF120830100, 2012-08-30, 02:24:26.63611,8.6266,16.3103
TGF120830830, 2012-08-30, 19:55:24.37135,11.1489,113.7253
TGF120901713, 2012-09-01, 17:06:20.45002,1.2361,294.6914
TGF120901818, 2012-09-01, 19:38:07.83788,12.5989,106.1702
TGF120905331, 2012-09-05, 07:57:07.81960,17.0742,266.2413
TGF120906009, 2012-09-06, 00:13:29.53412,20.1573,107.3813
TGF120907345, 2012-09-07, 08:17:20.83546,-3.3942,32.9455
TGF120907606b, 2012-09-07, 14:32:37.45833,6.7739,275.6981
TGF120908174, 2012-09-08, 04:11:14.04325,5.8727,273.3211
TGF120910097, 2012-09-10, 02:20:02.88618,9.8086,294.9432
TGF120911162, 2012-09-11, 03:53:48.71299,19.8503,290.9073
TGF120913078b, 2012-09-13, 01:52:45.93518,10.0984,279.3066
TGF120916060, 2012-09-16, 01:25:42.15071,10.7484,264.4463
TGF120916414, 2012-09-16, 09:55:38.20020,12.3544,263.7541
TGF120917079, 2012-09-17, 01:53:11.69312,6.7455,32.0898
TGF120917340, 2012-09-17, 08:10:18.84729,13.4522,280.1536
TGF120918800, 2012-09-18, 19:11:19.80995,9.814,112.3552
TGF120919969, 2012-09-19, 23:14:49.78022,12.5367,271.115
TGF120920713, 2012-09-20, 17:06:00.86542,23.4955,85.1232
TGF120921360, 2012-09-21, 08:38:17.21100,12.9829,120.5589
TGF120922245, 2012-09-22, 05:52:25.08357,8.4409,288.483
TGF120923238, 2012-09-23, 05:43:20.26144,8.2919,283.3863
TGF120924232, 2012-09-24, 05:34:47.02317,7.3102,279.9948
TGF120927009, 2012-09-27, 00:12:35.27500,19.1565,308.2994
TGF120928988, 2012-09-28, 23:42:18.64811,25.6502,252.3353
TGF120930986, 2012-09-30, 23:39:32.04540,14.4191,299.7428
TGF121001844, 2012-10-01, 20:15:10.26530,19.872,327.8643
TGF121004676, 2012-10-04, 16:13:36.13953,16.6993,273.3648
TGF121006024, 2012-10-06, 00:34:42.86518,5.499,267.7172
TGF121007450, 2012-10-07, 10:48:29.45660,-0.5671,293.5825
TGF121008583, 2012-10-08, 13:59:24.12147,14.1194,269.667
TGF121011427, 2012-10-11, 10:14:46.85241,4.6365,282.1227
TGF121011888, 2012-10-11, 21:18:50.33220,-1.3417,100.0985
TGF121012241, 2012-10-12, 05:47:13.93020,23.0243,91.422
TGF121012817, 2012-10-12, 19:35:56.15345,1.4712,124.4765
TGF121013774, 2012-10-13, 18:34:35.75795,5.6212,297.6012
TGF121014570, 2012-10-14, 13:40:19.33310,3.8069,8.8572
TGF121014571, 2012-10-14, 13:42:51.96930,-0.3521,16.8585
TGF121015868b, 2012-10-15, 20:49:59.18360,11.5758,104.4408
TGF121017786, 2012-10-17, 18:51:40.65696,4.6192,103.7232
TGF121018710, 2012-10-18, 17:02:33.61735,-2.7188,108.5669
TGF121020897, 2012-10-20, 21:31:04.96059,-1.2418,27.5908
TGF121021369, 2012-10-21, 08:51:56.42805,18.5009,260.264
TGF121023222, 2012-10-23, 05:19:30.94499,14.4819,287.4946
TGF121024504, 2012-10-24, 12:06:15.61175,6.1683,310.473
TGF121028478, 2012-10-28, 11:27:48.72350,8.2239,284.7718
TGF121028516, 2012-10-28, 12:23:39.91742,4.9784,118.4474
TGF121028710, 2012-10-28, 17:02:34.55550,-6.7239,22.5742
TGF121030966, 2012-10-30, 23:11:38.26651,3.2842,293.8738
TGF121101386, 2012-11-01, 09:15:26.34879,7.8652,288.3273
TGF121102949, 2012-11-02, 22:46:06.56392,7.1767,285.4599
TGF121103374, 2012-11-03, 08:59:05.06880,4.2285,284.842
TGF121103428, 2012-11-03, 10:15:51.16025,25.2204,195.1774
TGF121103606, 2012-11-03, 14:32:15.62880,-5.1911,17.6987
TGF121104065, 2012-11-04, 01:33:26.32975,-14.9245,186.0138
TGF121109998, 2012-11-09, 23:57:36.91575,3.021,11.3312
TGF121111123, 2012-11-11, 02:56:51.11670,6.5113,310.3546
TGF121111758, 2012-11-11, 18:11:04.04747,6.6147,284.608
TGF121113683, 2012-11-13, 16:23:57.99380,16.7504,321.2633
TGF121118543, 2012-11-18, 13:02:14.51345,1.3035,112.5021
TGF121118879, 2012-11-18, 21:05:37.75177,-9.1703,11.3629
TGF121122946, 2012-11-22, 22:42:22.14830,-5.2785,105.0272
TGF121125826, 2012-11-25, 19:49:10.96195,8.3593,299.3557
TGF121126687, 2012-11-26, 16:29:21.19762,7.8982,343.6746
TGF121126926, 2012-11-26, 22:13:48.50534,9.2171,112.0788
TGF121129774, 2012-11-29, 18:34:26.71856,8.5457,143.3807
TGF121129803, 2012-11-29, 19:16:38.38876,0.3251,293.7982
TGF121205505, 2012-12-05, 12:06:44.03045,-12.2297,24.55
TGF121206588, 2012-12-06, 14:07:09.55994,-8.8495,120.5933
TGF121207917, 2012-12-07, 22:00:05.41500,-0.0322,10.8302
TGF121209500, 2012-12-09, 11:59:23.79368,-15.0413,115.001
TGF121210138, 2012-12-10, 03:18:53.88870,-6.1037,106.8286
TGF121212283, 2012-12-12, 06:47:18.40632,-11.864,179.5006
TGF121213344a, 2012-12-13, 08:14:45.57386,-9.6255,154.6591
TGF121213344b, 2012-12-13, 08:15:32.31282,-8.4164,157.184
TGF121214906, 2012-12-14, 21:44:09.37657,-3.6103,148.3434
TGF121215961, 2012-12-15, 23:03:29.28110,7.1236,97.7771
TGF121217320, 2012-12-17, 07:40:10.61352,-4.7775,143.1173
TGF121217523, 2012-12-17, 12:33:18.04631,6.6366,92.2505
TGF121218753, 2012-12-18, 18:04:30.29170,-16.6992,204.5017
TGF121218754, 2012-12-18, 18:05:04.72378,-17.42,206.4845
TGF121220866, 2012-12-20, 20:47:18.08568,-3.157,115.4355
TGF121221950, 2012-12-21, 22:47:40.54503,-17.2057,210.217
TGF121223148, 2012-12-23, 03:32:31.87581,-5.266,158.7754
TGF121228684, 2012-12-28, 16:25:33.48098,-10.2714,135.7932
TGF130106980, 2013-01-06, 23:30:45.59541,-12.3015,88.1509
TGF130108115, 2013-01-08, 02:45:06.58303,8.5114,75.8931
TGF130115386, 2013-01-15, 09:16:06.64877,-20.6088,212.3684
TGF130115502, 2013-01-15, 12:03:13.89395,-15.1286,75.0958
TGF130118281, 2013-01-18, 06:44:10.78272,-8.5622,117.4264
TGF130118545, 2013-01-18, 13:05:03.20380,-7.631,18.0948
TGF130120628, 2013-01-20, 15:04:51.23014,0.5287,137.0095
TGF130121996, 2013-01-21, 23:53:54.09440,-20.7349,224.7003
TGF130125365, 2013-01-25, 08:46:04.86782,-4.7177,23.8232
TGF130201348, 2013-02-01, 08:20:50.43163,-5.8482,134.063
TGF130202272, 2013-02-02, 06:31:39.07605,-12.4839,139.1467
TGF130205257, 2013-02-05, 06:09:21.77797,-2.7145,143.2961
TGF130205820, 2013-02-05, 19:41:30.84832,0.2747,120.9707
TGF130209726, 2013-02-09, 17:26:00.20185,3.6266,117.589
TGF130214638, 2013-02-14, 15:19:06.40632,-20.0803,168.346
TGF130216677, 2013-02-16, 16:15:18.41710,9.8027,67.8106
TGF130217419, 2013-02-17, 10:03:15.77728,-18.8413,221.4641
TGF130217630, 2013-02-17, 15:07:40.42320,-22.6398,218.072
TGF130217700b, 2013-02-17, 16:48:23.54805,-17.0429,212.9898
TGF130219335, 2013-02-19, 08:02:52.10341,-10.9149,215.0667
TGF130221523, 2013-02-21, 12:33:12.78757,-15.6655,142.567
TGF130221538, 2013-02-21, 12:54:08.29176,-22.6076,221.2389
TGF130221742, 2013-02-21, 17:47:51.36068,-13.9956,175.1379
TGF130222730, 2013-02-22, 17:30:54.32120,-22.4138,143.7218
TGF130225358, 2013-02-25, 08:36:05.03369,-3.3151,143.2256
TGF130227704, 2013-02-27, 16:53:35.40365,-9.4634,153.3964
TGF130228413, 2013-02-28, 09:54:29.51820,-19.9253,141.9799
TGF130302615, 2013-03-02, 14:45:39.16369,-15.0877,148.9876
TGF130302617, 2013-03-02, 14:48:11.01871,-11.4975,157.4214
TGF130307034, 2013-03-07, 00:49:22.38440,-18.3638,221.4947
TGF130307316, 2013-03-07, 07:35:24.73672,-16.3792,216.6012
TGF130307317b, 2013-03-07, 07:36:13.72880,-15.2985,219.3953
TGF130310425, 2013-03-10, 10:11:59.72550,-22.3482,132.4937
TGF130312485, 2013-03-12, 11:38:34.22792,-9.3481,133.4683
TGF130313881, 2013-03-13, 21:08:31.76012,2.5778,5.4812
TGF130317119a, 2013-03-17, 02:51:09.37417,-13.4098,219.8501
TGF130317119b, 2013-03-17, 02:51:41.76432,-12.63,221.6501
TGF130321734, 2013-03-21, 17:36:18.10595,-14.2876,204.2926
TGF130321926, 2013-03-21, 22:13:38.01367,-0.6973,103.1007
TGF130324345, 2013-03-24, 08:17:02.08325,5.0588,122.6667
TGF130327518, 2013-03-27, 12:25:55.71105,-8.457,7.3797
TGF130328023, 2013-03-28, 00:33:50.08382,-12.0157,45.629
TGF130329243, 2013-03-29, 05:49:21.86534,-1.8495,107.2903
TGF130402983, 2013-04-02, 23:35:59.62046,-11.815,13.514
TGF130406055, 2013-04-06, 01:18:29.60400,-6.7469,104.0691
TGF130409996, 2013-04-09, 23:54:33.79092,3.016,282.4062
TGF130412458, 2013-04-12, 10:59:07.27491,-20.7454,155.5718
TGF130414791, 2013-04-14, 18:59:26.04925,-15.6818,109.4372
TGF130415427, 2013-04-15, 10:14:57.21272,0.9194,89.5162
TGF130415697, 2013-04-15, 16:43:20.16095,-10.1884,14.2359
TGF130416162, 2013-04-16, 03:53:41.77175,-14.3624,213.2834
TGF130418377, 2013-04-18, 09:02:32.70545,6.0711,279.426
TGF130422130, 2013-04-22, 03:06:35.08010,-24.9053,221.6303
TGF130423011, 2013-04-23, 00:16:13.47780,4.2385,11.0856
TGF130423699, 2013-04-23, 16:46:09.89925,13.4136,259.6349
TGF130424239, 2013-04-24, 05:43:37.30325,-9.6905,111.6562
TGF130424460, 2013-04-24, 11:03:04.96112,-13.0698,160.368
TGF130428836, 2013-04-28, 20:03:19.59727,-2.3058,15.4652
TGF130429566, 2013-04-29, 13:35:08.45334,2.4867,116.8281
TGF130430165, 2013-04-30, 03:57:39.11886,9.4026,271.4929
TGF130502619, 2013-05-02, 14:51:49.43099,17.9531,111.0661
TGF130504961, 2013-05-04, 23:04:29.53860,0.5503,106.4015
TGF130506347a, 2013-05-06, 08:20:01.70418,11.4889,293.0279
TGF130506347b, 2013-05-06, 08:20:22.11547,10.9789,294.1461
TGF130509133, 2013-05-09, 03:11:29.55993,0.87,11.7159
TGF130509329, 2013-05-09, 07:53:23.27465,7.611,285.4698
TGF130510430, 2013-05-10, 10:19:54.17120,13.4697,106.1173
TGF130511618, 2013-05-11, 14:49:33.39227,3.1262,6.2811
TGF130512308, 2013-05-12, 07:23:31.66333,8.653,267.5977
TGF130512846, 2013-05-12, 20:17:51.14352,-9.8855,109.3747
TGF130513870, 2013-05-13, 20:52:55.06510,5.4385,262.9049
TGF130517321a, 2013-05-17, 07:41:41.79685,20.1633,112.1849
TGF130520529, 2013-05-20, 12:41:36.15727,-14.5015,175.2852
TGF130520833, 2013-05-20, 19:59:50.01621,24.0671,278.7845
TGF130522077, 2013-05-22, 01:51:20.75453,-2.7717,107.674
TGF130526422, 2013-05-26, 10:06:58.11555,-13.6567,166.195
TGF130526937, 2013-05-26, 22:29:15.20409,17.6888,264.7868
TGF130528341, 2013-05-28, 08:10:28.23745,-11.385,174.8667
TGF130528733, 2013-05-28, 17:36:08.39500,-1.2383,8.2243
TGF130528965, 2013-05-28, 23:09:21.07430,0.2378,101.0495
TGF130529856, 2013-05-29, 20:32:10.63291,6.6731,298.8439
TGF130529963, 2013-05-29, 23:07:07.97428,12.196,120.0894
TGF130605439, 2013-06-05, 10:32:01.55442,-16.9456,192.4269
TGF130606705, 2013-06-06, 16:55:49.99871,1.6597,129.523
TGF130608438, 2013-06-08, 10:31:07.59860,23.1643,271.8741
TGF130608439, 2013-06-08, 10:32:35.85033,24.1356,277.4522
TGF130609360, 2013-06-09, 08:38:59.24240,15.8673,265.9718
TGF130610680, 2013-06-10, 16:18:52.65560,5.4918,115.9814
TGF130611560, 2013-06-11, 13:26:57.48702,21.8642,263.8263
TGF130613552a, 2013-06-13, 13:15:02.40731,12.5529,280.4365
TGF130613878, 2013-06-13, 21:04:55.67290,21.0045,134.9681
TGF130614873, 2013-06-14, 20:56:47.81539,19.2092,135.8718
TGF130617262, 2013-06-17, 06:17:13.40970,8.154,6.3775
TGF130624135, 2013-06-24, 03:15:02.10602,25.6926,289.3831
TGF130628231, 2013-06-28, 05:32:07.69350,15.9262,166.2565
TGF130628247, 2013-06-28, 05:56:10.60365,19.3972,257.0233
TGF130628251, 2013-06-28, 06:01:45.58710,12.039,276.22
TGF130628254, 2013-06-28, 06:05:09.59777,6.7965,287.279
TGF130628360, 2013-06-28, 08:39:05.89971,10.6183,105.1238
TGF130629243, 2013-06-29, 05:49:57.47332,14.8436,264.4241
TGF130629640, 2013-06-29, 15:21:44.23447,15.2377,117.362
TGF130629848, 2013-06-29, 20:20:55.09850,-5.4521,86.7056
TGF130630777, 2013-06-30, 18:38:12.77605,-9.3847,113.8121
TGF130630951, 2013-06-30, 22:49:39.58148,24.291,278.7473
TGF130701021, 2013-07-01, 00:29:50.94293,25.7753,273.3335
TGF130701700, 2013-07-01, 16:47:57.42650,-1.2367,116.7824
TGF130704112, 2013-07-04, 02:41:16.03958,-9.6574,106.6126
TGF130704144, 2013-07-04, 03:26:54.86480,12.6905,267.7949
TGF130705109, 2013-07-05, 02:37:19.17085,-0.1676,120.1674
TGF130705135, 2013-07-05, 03:14:25.14435,16.3594,253.6171
TGF130705851, 2013-07-05, 20:25:47.65693,24.7053,279.915
TGF130707838, 2013-07-07, 20:07:07.38767,25.1672,273.6002
TGF130708776, 2013-07-08, 18:37:19.89615,17.5502,351.2307
TGF130709307, 2013-07-09, 07:22:18.32869,14.6126,164.1163
TGF130709944, 2013-07-09, 22:39:20.92876,3.2066,149.2793
TGF130710964, 2013-07-10, 23:07:49.93866,11.7715,282.0202
TGF130712024, 2013-07-12, 00:34:52.72377,9.3777,257.6156
TGF130712880, 2013-07-12, 21:07:43.74476,18.4888,278.9033
TGF130713737, 2013-07-13, 17:41:35.13138,23.7269,301.9655
TGF130718772, 2013-07-18, 18:31:45.63362,19.8866,267.4011
TGF130719625, 2013-07-19, 14:59:53.86436,25.6143,267.7978
TGF130720564, 2013-07-20, 13:31:56.30317,12.1433,350.613
TGF130720691, 2013-07-20, 16:34:20.04101,22.1098,272.9576
TGF130721801, 2013-07-21, 19:14:03.07995,16.1946,139.2441
TGF130723390, 2013-07-23, 09:22:18.42980,16.3043,275.1792
TGF130726300, 2013-07-26, 07:11:34.68800,8.0399,264.8727
TGF130727226, 2013-07-27, 05:26:03.28180,7.6032,283.0915
TGF130727554, 2013-07-27, 13:17:27.79875,-0.9576,144.5493
TGF130728427, 2013-07-28, 10:15:33.78310,23.7377,251.6504
TGF130728504, 2013-07-28, 12:05:55.70599,20.6459,285.2961
TGF130728835, 2013-07-28, 20:02:27.66569,20.8121,162.9403
TGF130728896, 2013-07-28, 21:30:08.98615,25.491,109.3768
TGF130729015a, 2013-07-29, 00:22:12.33637,10.6637,352.1066
TGF130729213, 2013-07-29, 05:07:23.26999,9.3961,276.3449
TGF130729564, 2013-07-29, 13:32:15.99495,19.6903,258.9857
TGF130731818, 2013-07-31, 19:37:53.96285,14.6065,165.3957
TGF130803857, 2013-08-03, 20:33:54.10275,24.301,90.4961
TGF130809149, 2013-08-09, 03:34:49.04856,25.5563,278.598
TGF130809360, 2013-08-09, 08:38:24.84715,12.0625,270.4234
TGF130809598, 2013-08-09, 14:20:38.17308,1.5552,32.6563
TGF130809689, 2013-08-09, 16:32:37.39127,15.554,140.3333
TGF130811280, 2013-08-11, 06:43:23.58655,11.818,284.8938
TGF130812059, 2013-08-12, 01:24:57.36940,23.5299,269.0655
TGF130813908, 2013-08-13, 21:47:26.48625,16.4581,282.1355
TGF130814260, 2013-08-14, 06:15:03.88888,9.617,274.0538
TGF130816179, 2013-08-16, 04:17:23.19292,13.2794,279.8891
TGF130818097, 2013-08-18, 02:19:06.75512,17.3808,283.4596
TGF130818806, 2013-08-18, 19:20:50.26775,14.3273,274.9674
TGF130826618, 2013-08-26, 14:50:06.08405,13.565,280.2174
TGF130826972, 2013-08-26, 23:20:13.02502,8.8941,281.0812
TGF130828536, 2013-08-28, 12:51:39.71497,8.7757,283.6702
TGF130829855, 2013-08-29, 20:31:26.15697,-2.4859,134.7267
TGF130901911b, 2013-09-01, 21:52:10.88167,20.0728,145.2676
TGF130902572, 2013-09-02, 13:44:20.84380,18.7443,257.5803
TGF130902789a, 2013-09-02, 18:55:44.80743,14.9004,279.9025
TGF130902834, 2013-09-02, 20:01:27.74785,13.2088,145.6964
TGF130903255, 2013-09-03, 06:07:06.76291,8.9835,122.7947
TGF130904156, 2013-09-04, 03:43:57.16510,6.8233,5.0992
TGF130905107, 2013-09-05, 02:33:55.27205,12.8679,152.5961
TGF130905417, 2013-09-05, 10:00:43.40346,14.9043,280.2872
TGF130905817, 2013-09-05, 19:36:14.12414,19.2886,146.3628
TGF130906099, 2013-09-06, 02:22:52.34255,14.3912,143.7872
TGF130906166, 2013-09-06, 03:58:38.65772,13.7779,120.9159
TGF130906237, 2013-09-06, 05:41:38.17240,1.8424,121.3699
TGF130907593, 2013-09-07, 14:13:53.00482,-5.2569,155.6145
TGF130907684, 2013-09-07, 16:24:50.21509,21.5589,258.0699
TGF130907689, 2013-09-07, 16:32:15.66246,12.4483,284.01
TGF130907690, 2013-09-07, 16:33:28.57214,10.6409,288.0184
TGF130908586, 2013-09-08, 14:03:38.61907,-5.6526,149.6284
TGF130910922, 2013-09-10, 22:07:26.12742,25.685,111.4397
TGF130912104, 2013-09-12, 02:29:16.57869,14.6762,340.8031
TGF130912589, 2013-09-12, 14:08:20.75135,10.389,286.8445
TGF130913030, 2013-09-13, 00:43:01.84543,13.4003,356.8829
TGF130913031, 2013-09-13, 00:44:11.52660,15.0136,0.7904
TGF130914151, 2013-09-14, 03:37:58.50122,4.627,284.4298
TGF130914223, 2013-09-14, 05:21:13.84200,16.392,286.1162
TGF130915033, 2013-09-15, 00:47:49.35460,20.5558,79.1025
TGF130915358, 2013-09-15, 08:35:34.40312,25.631,283.4576
TGF130915566, 2013-09-15, 13:34:51.96822,15.3362,259.6975
TGF130917489, 2013-09-17, 11:44:50.11269,7.5061,291.1555
TGF130919866, 2013-09-19, 20:46:34.74638,21.04,99.8977
TGF130920255, 2013-09-20, 06:06:53.42960,25.2,268.8464
TGF130921445, 2013-09-21, 10:40:57.95096,24.3806,183.1763
TGF130921516, 2013-09-21, 12:22:46.59652,25.4162,184.1799
TGF130922388, 2013-09-22, 09:18:05.88826,9.5231,285.2371
TGF130922956, 2013-09-22, 22:56:54.96879,4.0411,285.0525
TGF130925226, 2013-09-25, 05:25:13.64067,23.7092,275.6247
TGF130926075, 2013-09-26, 01:47:33.88551,18.5635,254.0913
TGF130926627, 2013-09-26, 15:02:36.97279,4.3289,177.5536
TGF130927287, 2013-09-27, 06:52:56.19468,9.0682,284.5019
TGF131001120, 2013-10-01, 02:52:54.97142,21.1486,280.5512
TGF131001235, 2013-10-01, 05:39:06.95552,12.901,140.1754
TGF131005699, 2013-10-05, 16:46:08.55268,-0.7997,91.9945
TGF131008863, 2013-10-08, 20:43:12.38055,23.977,299.222
TGF131011721, 2013-10-11, 17:17:53.93537,4.6516,26.0292
TGF131016192, 2013-10-16, 04:37:07.73054,2.7918,17.1224
TGF131017416a, 2013-10-17, 09:59:04.15976,-0.026,101.438
TGF131018514, 2013-10-18, 12:20:37.77772,13.6639,267.7089
TGF131018638, 2013-10-18, 15:18:28.43400,-6.7342,177.9273
TGF131018778, 2013-10-18, 18:40:42.83817,11.8729,166.2305
TGF131019440, 2013-10-19, 10:33:24.83439,11.0011,280.8697
TGF131021590, 2013-10-21, 14:10:12.47795,-8.8664,25.1459
TGF131024341, 2013-10-24, 08:10:50.77634,15.5076,289.9501
TGF131024758, 2013-10-24, 18:11:59.05755,13.2163,252.2354
TGF131027318, 2013-10-27, 07:37:51.10980,11.6269,265.3196
TGF131029130, 2013-10-29, 03:06:33.18825,8.659,95.4458
TGF131029236, 2013-10-29, 05:40:09.76955,8.3232,272.302
TGF131030234, 2013-10-30, 05:37:01.49607,18.1528,290.5708
TGF131030236, 2013-10-30, 05:40:01.03890,21.3979,301.346
TGF131031370, 2013-10-31, 08:53:19.73707,24.7065,296.9681
TGF131031616, 2013-10-31, 14:47:08.76120,0.6739,100.8425
TGF131031840, 2013-10-31, 20:10:01.84205,15.758,161.0994
TGF131101610, 2013-11-01, 14:38:59.87497,3.9065,101.926
TGF131101755, 2013-11-01, 18:07:38.93035,25.0068,116.227
TGF131102608, 2013-11-02, 14:35:25.23684,13.9601,118.0386
TGF131104413, 2013-11-04, 09:55:12.61091,18.6985,278.2198
TGF131105019, 2013-11-05, 00:26:53.39420,-1.9234,104.3571
TGF131105519, 2013-11-05, 12:27:47.30917,11.2362,120.6572
TGF131106396, 2013-11-06, 09:30:35.15483,22.939,251.9744
TGF131108106, 2013-11-08, 02:32:31.78375,20.4285,275.8292
TGF131108388, 2013-11-08, 09:18:30.71735,13.6394,270.9194
TGF131108960, 2013-11-08, 23:02:11.72630,7.6233,287.1008
TGF131109618, 2013-11-09, 14:49:42.72026,-1.5854,25.6102
TGF131110025, 2013-11-10, 00:35:18.12215,18.7135,284.256
TGF131110541, 2013-11-10, 12:58:55.77514,-9.978,27.931
TGF131110912, 2013-11-10, 21:53:36.76350,-6.701,107.059
TGF131111179, 2013-11-11, 04:18:02.34117,-11.5365,19.8749
TGF131113003, 2013-11-13, 00:04:22.71347,18.2806,267.4561
TGF131113288, 2013-11-13, 06:54:11.17688,10.9215,275.5577
TGF131116269, 2013-11-16, 06:27:35.40927,4.683,272.913
TGF131130703, 2013-11-30, 16:51:53.95865,-3.6659,22.2449
TGF131201441, 2013-12-01, 10:34:42.14730,-22.6546,163.1569
TGF131202122, 2013-12-02, 02:55:37.73319,-5.615,20.9126
TGF131204700, 2013-12-04, 16:47:39.09460,-13.6812,134.4201
TGF131204703, 2013-12-04, 16:52:21.41147,-6.5586,149.7269
TGF131206327, 2013-12-06, 07:51:29.17190,0.1261,105.8942
TGF131206883, 2013-12-06, 21:12:06.90095,-14.993,48.0084
TGF131210172, 2013-12-10, 04:08:17.51857,-13.292,161.4728
TGF131210525, 2013-12-10, 12:35:41.49392,-13.2168,153.5328
TGF131211343, 2013-12-11, 08:13:54.47083,25.501,340.8313
TGF131211711, 2013-12-11, 17:04:01.06965,-21.9791,49.7022
TGF131212443, 2013-12-12, 10:38:13.51672,-15.4034,162.3698
TGF131212663, 2013-12-12, 15:55:23.16456,25.375,195.2173
TGF131213728, 2013-12-13, 17:28:40.16239,23.9021,198.016
TGF131215492, 2013-12-15, 11:47:45.96628,-7.8308,139.625
TGF131217560, 2013-12-17, 13:25:43.10522,24.054,183.3215
TGF131220722, 2013-12-20, 17:19:51.39751,-3.8912,24.5323
